text,label,language
ਪ੍ਰਿੰਟਰ ਵਿੱਚ ਕਾਗਜ਼ ਪਾ ਦੇਣਾ।,0,Punjabi
ਮੈਂ ਰਾਤ ਨੂੰ ਪੜਾਈ ਕਰਾਂਗਾ।,0,Punjabi
ਹੋਮਵਰਕ ਅੱਜ ਲੰਮਾ ਹੈ।,0,Punjabi
ਕੱਲ੍ਹ ਵਾਈਵਾ ਹੈ ਯਾਦ ਰੱਖਣਾ।,0,Punjabi
ਮੈਂ ਫਾਇਲ ਅਪਲੋਡ ਕਰ ਰਿਹਾ ਹਾਂ।,0,Punjabi
ਲਾਇਬ੍ਰੇਰੀ ਅੱਜ ਖਾਲੀ ਸੀ।,0,Punjabi
ਮੈਂ ਸਭ ਕੁਝ ਨੋਟ ਕਰ ਲਿਆ ਹੈ।,0,Punjabi
ਕੱਲ੍ਹ ਮਿਲਦੇ ਹਾਂ।,0,Punjabi
ਮੈਂ ਰਸਤੇ ਵਿੱਚ ਹਾਂ।,0,Punjabi
ਕੀ ਤੂੰ ਅਪਡੇਟ ਇੰਸਟਾਲ ਕੀਤਾ?,0,Punjabi
ਅੱਜ ਮੀਟਿੰਗ ਕਿੰਨੇ ਵਜੇ ਹੈ?,0,Punjabi
ਮੈਨੂੰ ਆਪਣਾ ਐਡਰੈੱਸ ਭੇਜ ਦੇ।,0,Punjabi
ਕੱਲ੍ਹ ਮੀਂਹ ਪੈ ਸਕਦਾ ਹੈ।,0,Punjabi
ਕੀ ਤੂੰ ਘਰ ਤੇ ਹੈਂ?,0,Punjabi
ਮੈਂ ਬਾਅਦ ਵਿੱਚ ਕਾਲ ਕਰਾਂਗਾ।,0,Punjabi
ਅੱਜ ਦਿਨ ਕਾਫੀ ਵਿਆਸਤ ਸੀ।,0,Punjabi
ਕਿਰਪਾ ਕਰਕੇ ਦਰਵਾਜ਼ਾ ਬੰਦ ਕਰ ਦੇਣਾ।,0,Punjabi
ਮੈਂ ਬਿੱਲ ਭਰ ਦਿੱਤਾ ਹੈ۔,0,Punjabi
ਕੱਲ੍ਹ ਜਲਦੀ ਉੱਠਣਾ ਹੈ۔,0,Punjabi
ਤੁਹਾਡਾ ਬੈਂਕ ਖਾਤਾ ਸਸਪੈਂਡ ਕਰ ਦਿੱਤਾ ਗਿਆ ਹੈ। ਤੁਰੰਤ ਵੇਰੀਫਾਈ ਕਰੋ।,1,Punjabi
"ਤੁਸੀਂ 50,000 ਰੁਪਏ ਜਿੱਤੇ ਹਨ! ਹੁਣੇ ਕਲੇਮ ਕਰੋ।",1,Punjabi
ਤੁਹਾਡਾ ATM ਕਾਰਡ ਬਲਾਕ ਹੋ ਜਾਵੇਗਾ। ਤੁਰੰਤ KYC ਪੂਰਾ ਕਰੋ।,1,Punjabi
ਤੁਹਾਡੇ ਖਾਤੇ ਵਿੱਚ ਸ਼ੱਕੀ ਲੈਣ-ਦੇਣ ਪਾਈ ਗਈ ਹੈ। ਵੇਰਵਾ ਦੇਖੋ।,1,Punjabi
ਤੁਹਾਡਾ ਬਿਜਲੀ ਬਿੱਲ ਬਕਾਇਆ ਹੈ। ਤੁਰੰਤ ਭੁਗਤਾਨ ਕਰੋ।,1,Punjabi
ਮੁਬਾਰਕਾਂ! ਤੁਹਾਨੂੰ ਮੁਫ਼ਤ ਸਮਾਰਟਫੋਨ ਮਿਲਿਆ ਹੈ। ਵੇਰਵਾ ਦੇਖੋ।,1,Punjabi
ਤੁਹਾਡਾ ਸੋਸ਼ਲ ਮੀਡੀਆ ਖਾਤਾ ਬੰਦ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ। ਹੁਣੇ ਲਾਗਇਨ ਕਰੋ।,1,Punjabi
ਤੁਹਾਡੇ ਨਾਮ 'ਤੇ ਲੋਨ ਮਨਜ਼ੂਰ ਹੋ ਗਿਆ ਹੈ। ਰਕਮ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਕਲਿਕ ਕਰੋ।,1,Punjabi
ਤੁਹਾਡਾ ਪਾਰਸਲ ਰੋਕਿਆ ਗਿਆ ਹੈ। ਟ੍ਰੈਕ ਕਰਨ ਲਈ ਕਲਿਕ ਕਰੋ।,1,Punjabi
ਤੁਹਾਡਾ ਆਨਲਾਈਨ ਖਾਤਾ 24 ਘੰਟਿਆਂ ਵਿੱਚ ਬੰਦ ਹੋ ਜਾਵੇਗਾ। ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ।,1,Punjabi
ਤੁਹਾਨੂੰ ਸਰਕਾਰੀ ਸਕੀਮ ਲਈ ਚੁਣਿਆ ਗਿਆ ਹੈ। ਹੁਣੇ ਰਜਿਸਟਰ ਕਰੋ।,1,Punjabi
ਤੁਹਾਡਾ ਕ੍ਰੈਡਿਟ ਕਾਰਡ ਅਪਡੇਟ ਕਰਨ ਦੀ ਲੋੜ ਹੈ।,1,Punjabi
ਤੁਹਾਡੀ KYC ਜਾਣਕਾਰੀ ਅਧੂਰੀ ਹੈ। ਹੁਣੇ ਪੂਰੀ ਕਰੋ।,1,Punjabi
ਤੁਹਾਡਾ ਪਾਸਵਰਡ ਖਤਮ ਹੋਣ ਵਾਲਾ ਹੈ। ਤੁਰੰਤ ਬਦਲੋ।,1,Punjabi
ਤੁਹਾਡੇ ਨਾਮ 'ਤੇ ਕਾਨੂੰਨੀ ਨੋਟਿਸ ਜਾਰੀ ਕੀਤਾ ਗਿਆ ਹੈ। ਵੇਰਵਾ ਦੇਖੋ।,1,Punjabi
ਤੁਹਾਡੀ ਸਿਮ ਬਲਾਕ ਹੋ ਰਹੀ ਹੈ। ਵੇਰੀਫਿਕੇਸ਼ਨ ਕਰੋ।,1,Punjabi
ਤੁਹਾਡਾ ਟੈਕਸ ਰਿਫੰਡ ਪੈਂਡਿੰਗ ਹੈ। ਕਲੇਮ ਕਰੋ।,1,Punjabi
ਤੁਹਾਡੇ ਖਾਤੇ ਦੀ ਸੁਰੱਖਿਆ ਅਪਡੇਟ ਲੋੜੀਂਦੀ ਹੈ।,1,Punjabi
ਤੁਹਾਡੇ ਖਾਤੇ 'ਤੇ ਜੁਰਮਾਨਾ ਲੱਗਿਆ ਹੈ। ਭੁਗਤਾਨ ਕਰੋ।,1,Punjabi
ਮੁਬਾਰਕਾਂ! ਤੁਹਾਨੂੰ ਕੈਸ਼ਬੈਕ ਮਿਲਿਆ ਹੈ। ਹੁਣੇ ਪ੍ਰਾਪਤ ਕਰੋ।,1,Punjabi
Aaj class kitne baje start hogi?,0,Hindi-English
Kal tumhara presentation bahut accha tha.,0,Hindi-English
"Main shaam ko market ja raha hoon, kuch chahiye?",0,Hindi-English
Ghar pahunch ke message kar dena.,0,Hindi-English
Padhai kaisi chal rahi hai?,0,Hindi-English
Hum Sunday ko movie plan kar rahe hain.,0,Hindi-English
Aaj weather kaafi accha hai.,0,Hindi-English
Maine tumhari book table par rakh di hai.,0,Hindi-English
"Laptop charge kar lena, kal kaam hai.",0,Hindi-English
Kya tumne khana kha liya?,0,Hindi-English
Main 10 minute mein pahunch jaunga.,0,Hindi-English
Aaj ka test kaisa gaya?,0,Hindi-English
Tumhare notes se kaafi help mili.,0,Hindi-English
Meeting ka link bhej dena jab ready ho.,0,Hindi-English
Main assignment shaam tak complete kar dunga.,0,Hindi-English
Tumhara phone switched off aa raha tha.,0,Hindi-English
Kya tum aaj free ho?,0,Hindi-English
Mujhe woh photo bhej dena.,0,Hindi-English
Lunch break mein call kar lena.,0,Hindi-English
Mera practical accha gaya.,0,Hindi-English
Kal library chalna hai kya?,0,Hindi-English
"Maine mail bhej di hai, check kar lena.",0,Hindi-English
Kal gym chaloge?,0,Hindi-English
Aaj traffic bahut tha.,0,Hindi-English
Kal jaldi nikalna padega.,0,Hindi-English
Apka bank account suspend kar diya gaya hai. Turant verify karein.,1,Hindi-English
"Aapne 50,000 rupaye jeete hain! Abhi claim karein.",1,Hindi-English
Apka ATM card block hone wala hai. Turant KYC complete karein.,1,Hindi-English
Apke account mein suspicious transaction payi gayi hai. Details check karein.,1,Hindi-English
Apka electricity bill pending hai. Turant payment karein.,1,Hindi-English
Mubarak ho! Apko free smartphone mila hai. Claim karein.,1,Hindi-English
Apka social media account band kiya ja raha hai. Abhi login karein.,1,Hindi-English
Apke naam par loan approve hua hai. Amount receive karne ke liye click karein.,1,Hindi-English
Apka parcel hold par hai. Track karne ke liye click karein.,1,Hindi-English
Apka account 24 ghante mein permanently band ho jayega. Turant action lein.,1,Hindi-English
Apko sarkari yojana ke liye select kiya gaya hai. Register karein.,1,Hindi-English
Apka credit card update karna zaroori hai. Abhi verify karein.,1,Hindi-English
Apki KYC details incomplete hain. Turant update karein.,1,Hindi-English
Apka password expire hone wala hai. Reset karein.,1,Hindi-English
Apke naam par legal notice issue hua hai. Details dekhein.,1,Hindi-English
Apki SIM 12 ghante mein deactivate ho jayegi. Verify karein.,1,Hindi-English
Apka tax refund pending hai. Claim karein.,1,Hindi-English
Apke account ki security risk mein hai. Abhi login karein.,1,Hindi-English
Apke account par penalty lagayi gayi hai. Payment karein.,1,Hindi-English
Mubarak ho! Apko cashback mila hai. Abhi receive karein.,1,Hindi-English
Apka UPI block hone wala hai. Turant re-verify karein.,1,Hindi-English
Apka digital wallet temporarily suspend hai. Activate karein.,1,Hindi-English
Apka data leak ho gaya hai. Security update karein.,1,Hindi-English
Apke vehicle par challan issue hua hai. Fine pay karein.,1,Hindi-English
Apka delivery address galat hai. Update karne ke liye click karein.,1,Hindi-English
Innu class ethra manikku start cheyyum?,0,Malayalam-English
Ninte presentation innale valare nannayirunnu.,0,Malayalam-English
"Njan evening market-il pokunnu, enthenkilum venamo?",0,Malayalam-English
Veettil ethiyal message cheyyane.,0,Malayalam-English
Padippu engane pokunnu?,0,Malayalam-English
Sunday nammal movie plan cheyyam.,0,Malayalam-English
Innu weather nalla cool aanu.,0,Malayalam-English
Njan ninte book table-il vechu.,0,Malayalam-English
Laptop charge cheytho?,0,Malayalam-English
Nee food kazhicho?,0,Malayalam-English
Njan 10 minute-il ethum.,0,Malayalam-English
Innathe test engane undayirunnu?,0,Malayalam-English
Ninte notes kond valare help ayi.,0,Malayalam-English
Meeting link ayakkane.,0,Malayalam-English
Assignment njan evening vare complete cheyyum.,0,Malayalam-English
Ninte phone switched off ayirunnu.,0,Malayalam-English
Innu nee free aano?,0,Malayalam-English
Aa photo onnu ayakkamo?,0,Malayalam-English
Lunch break-il vilikkam.,0,Malayalam-English
Ente practical nannayi poyi.,0,Malayalam-English
Naale library-il pokam?,0,Malayalam-English
"Mail njan ayachu, check cheyyane.",0,Malayalam-English
Naale gym-il pokumo?,0,Malayalam-English
Innu traffic valare koodi ayirunnu.,0,Malayalam-English
Naale nerathe purappettanam.,0,Malayalam-English
Ningalude bank account suspend cheythirikkunnu. Udane verify cheyyuka.,1,Malayalam-English
Congrats! Ningalkku 5 lakh rupayude lottery kitti. Ippo claim cheyyuka.,1,Malayalam-English
Ningalude ATM card block aakum. Udane KYC update cheyyuka.,1,Malayalam-English
Ningalude account-il suspicious transaction kandethi. Details check cheyyuka.,1,Malayalam-English
Electricity bill pending aanu. Ippo pay cheyyilla engil connection cut aakum.,1,Malayalam-English
Ningalkku free iPhone labhichu! Delivery confirm cheyyuka.,1,Malayalam-English
Ningalude WhatsApp account deactivate cheyyum. Udane login cheyyuka.,1,Malayalam-English
Work from home job offer! Daily 5000 rupay earn cheyyam. Register now.,1,Malayalam-English
Crypto investment-il 2x profit urappu. Ippo invest cheyyuka.,1,Malayalam-English
Ningalude parcel customs-il hold cheythirikkunnu. Release cheyyan click cheyyuka.,1,Malayalam-English
Income tax refund pending aanu. Bank details update cheyyuka.,1,Malayalam-English
Ningalude SIM 24 manikku deactivate aakum. Verify cheyyuka.,1,Malayalam-English
"Government subsidy 25,000 rupay labhikkum. Ippo register cheyyuka.",1,Malayalam-English
Ningalude password expire aayi. Reset cheyyan link click cheyyuka.,1,Malayalam-English
Ningal loan approval kitti. Amount receive cheyyan processing fee pay cheyyuka.,1,Malayalam-English
"Romantic friend request from abroad. Gift parcel varunnu, customs fee pay cheyyuka.",1,Malayalam-English
Ningalude account permanent ayi close aakum. Udane action edukkuka.,1,Malayalam-English
UPI block aayi. Re-activate cheyyan OTP share cheyyuka.,1,Malayalam-English
Ningal lucky winner aanu. Scratch card open cheyyuka.,1,Malayalam-English
Ningalude Aadhaar verification fail aayi. Update cheyyuka.,1,Malayalam-English
Credit card-il large amount debit aayi. Cancel cheyyan click cheyyuka.,1,Malayalam-English
Online order cancel aayi. Refund receive cheyyan bank details nalkuka.,1,Malayalam-English
Ningalude data leak aayi. Security upgrade cheyyuka.,1,Malayalam-English
Police legal notice issue cheythu. Case details check cheyyuka.,1,Malayalam-English
Daily trading scheme-il invest cheythal 100% return labhikkum. Limited offer.,1,Malayalam-English
Inniku class ethana manikku start aagum?,0,Tamil-English
Nethu un presentation romba nalla irundhuchu.,0,Tamil-English
"Naan evening market ku poren, edhavadhu venuma?",0,Tamil-English
Veetukku reach aana message pannunga.,0,Tamil-English
Padippu eppadi pogudhu?,0,Tamil-English
Sunday namma movie plan pannalama?,0,Tamil-English
Inniku weather super ah irukku.,0,Tamil-English
Un book ah table mela vechuten.,0,Tamil-English
Laptop charge pannitiya?,0,Tamil-English
Saapadu saaptacha?,0,Tamil-English
Naan 10 minutes la vandhuduven.,0,Tamil-English
Inniku test eppadi pochu?,0,Tamil-English
Un notes nala help aachu.,0,Tamil-English
Meeting link anuppunga.,0,Tamil-English
Assignment evening ku complete panniduven.,0,Tamil-English
Un phone switch off ah irundhudhu.,0,Tamil-English
Inniku nee free ah irukkiya?,0,Tamil-English
Andha photo anuppu.,0,Tamil-English
Lunch break la call pannalaam.,0,Tamil-English
En practical nalla pochu.,0,Tamil-English
Naala library ku polama?,0,Tamil-English
"Mail anupiten, check pannunga.",0,Tamil-English
Naala gym ku varriya?,0,Tamil-English
Inniku traffic romba jasthi.,0,Tamil-English
Naala seekiram kelambanum.,0,Tamil-English
Ungal bank account suspend pannirukkom. Udane verify pannunga.,1,Tamil-English
Congrats! Ungalukku 5 lakh lottery win aagiyulladhu. Ippo claim pannunga.,1,Tamil-English
Ungal ATM card block aagum. Udane KYC update pannunga.,1,Tamil-English
Ungal account la suspicious transaction irukku. Details check pannunga.,1,Tamil-English
Electricity bill pending irukku. Ippo pay panna illana connection cut aagum.,1,Tamil-English
Ungalukku free iPhone kidaichirukku! Delivery confirm pannunga.,1,Tamil-English
Ungal WhatsApp account deactivate aagum. Udane login pannunga.,1,Tamil-English
Work from home job offer! Daily 5000 earn pannalaam. Register now.,1,Tamil-English
Crypto investment la double profit guarantee. Ippo invest pannunga.,1,Tamil-English
Ungal parcel customs la hold pannirukkom. Release panna click pannunga.,1,Tamil-English
Income tax refund pending irukku. Bank details update pannunga.,1,Tamil-English
Ungal SIM 24 hours la deactivate aagum. Verify pannunga.,1,Tamil-English
"Government scheme la 25,000 subsidy kidaikkum. Ippo register pannunga.",1,Tamil-English
Ungal password expire aagiyulladhu. Reset panna link click pannunga.,1,Tamil-English
Ungaluku loan approval vandhirukku. Amount receive panna processing fee pay pannunga.,1,Tamil-English
Foreign friend gift parcel anuppirukkar. Customs fee pay pannunga.,1,Tamil-English
Ungal account permanent ah close aagum. Udane action edunga.,1,Tamil-English
UPI block aagiyulladhu. Reactivate panna OTP share pannunga.,1,Tamil-English
Lucky draw winner neenga! Scratch card open pannunga.,1,Tamil-English
Ungal Aadhaar verification fail aagiyulladhu. Update pannunga.,1,Tamil-English
Credit card la large amount debit aagiyulladhu. Cancel panna click pannunga.,1,Tamil-English
Online order cancel aagiyulladhu. Refund receive panna bank details kudunga.,1,Tamil-English
Ungal data leak aagiyulladhu. Security upgrade pannunga.,1,Tamil-English
Police legal notice issue pannirukkom. Case details check pannunga.,1,Tamil-English
Daily trading scheme la 100% return guarantee. Limited offer. Ippo invest pannunga.,1,Tamil-English
Ivattu class yestu gantige start agutte?,0,Kannada-English
Neenu manege safely reach aagidya?,0,Kannada-English
"Nale exam ide, ready aagidya?",0,Kannada-English
Sanje cricket aadona?,0,Kannada-English
Amma ninage call maadidru.,0,Kannada-English
Ivattu weather tumba chennagide.,0,Kannada-English
Ninna presentation super agittu.,0,Kannada-English
Lunch ayta?,0,Kannada-English
Naanu bus stand alli idini.,0,Kannada-English
Nale meet aagona.,0,Kannada-English
Manege bandmele message maadu.,0,Kannada-English
Homework complete maadidya?,0,Kannada-English
Office alli ivattu tumba busy.,0,Kannada-English
Weekend plan yenu?,0,Kannada-English
"Swalpa call maadu, important ide.",0,Kannada-English
Movie ge barthiya?,0,Kannada-English
Ninna health hegide?,0,Kannada-English
Ivattu late aagutte.,0,Kannada-English
Project submission date extend aagide.,0,Kannada-English
Coffee ge hogona?,0,Kannada-English
Ninna result bandide anta.,0,Kannada-English
Birthday party yelli ide?,0,Kannada-English
"Traffic tumba ide, swalpa late.",0,Kannada-English
"Naanu swalpa busy, nantara call maadtini.",0,Kannada-English
Safe travel maadu.,0,Kannada-English
"Nimma bank account block agide, immediate verify maadi.",1,Kannada-English
"Nimge 25,00,000 lottery win aagide! Claim maadakke details submit maadi.",1,Kannada-English
"Nimma KYC incomplete ide, 24 hours nalli update maadade idre account freeze agutte.",1,Kannada-English
Nimma ATM card deactivate agutte. Immediate action tegedukolli.,1,Kannada-English
Electricity bill pending ide. Pay maadade idre connection cut agutte.,1,Kannada-English
Free iPhone offer nimge select aagide! Delivery confirm maadi.,1,Kannada-English
"Nimma WhatsApp account suspend agutte, login verify maadi.",1,Kannada-English
Work from home job offer! Daily 5000 earn maadi. Register now.,1,Kannada-English
Crypto investment double profit guarantee. Limited offer.,1,Kannada-English
Nimma parcel customs alli hold agide. Release maadakke fee pay maadi.,1,Kannada-English
Income tax refund pending ide. Bank details update maadi.,1,Kannada-English
Nimma SIM deactivate agutte 12 hours nalli. Verify maadi.,1,Kannada-English
Government scheme subsidy nimge approve aagide. Register maadi.,1,Kannada-English
Password expire agide. Reset maadakke link click maadi.,1,Kannada-English
Loan approval ready ide. Processing fee pay maadi amount receive maadi.,1,Kannada-English
Foreign gift parcel bandide. Customs charge pay maadi.,1,Kannada-English
Nimma account suspicious activity detect aagide.,1,Kannada-English
UPI block agide. Reactivate maadakke OTP share maadi.,1,Kannada-English
Lucky draw winner neevu! Prize claim maadi.,1,Kannada-English
Aadhaar verification fail aagide. Immediate update maadi.,1,Kannada-English
Credit card nalli large transaction aagide. Cancel maadakke click maadi.,1,Kannada-English
Online order cancel aagide. Refund receive maadakke details kodi.,1,Kannada-English
Data breach alert! Security upgrade maadi.,1,Kannada-English
Police legal notice issue maadidare. Case details check maadi.,1,Kannada-English
Trading scheme 100% return guarantee. Immediate invest maadi.,1,Kannada-English
Aaj class koto taratari shuru hobe?,0,Bengali-English
Tumi bari safely pouchhe gecho?,0,Bengali-English
"Kal exam ache, ready acho?",0,Bengali-English
Sondhay cricket khelbo?,0,Bengali-English
Ma tomake call korechilo.,0,Bengali-English
Aaj weather ta khub bhalo.,0,Bengali-English
Tomar presentation ta darun chhilo.,0,Bengali-English
Lunch kheyecho?,0,Bengali-English
Ami ekhon bus stand e achi.,0,Bengali-English
Kal dekha korbo?,0,Bengali-English
Bari pouchhe message dio.,0,Bengali-English
Homework complete korecho?,0,Bengali-English
Office e aaj onek kaj chhilo.,0,Bengali-English
Weekend e ki plan?,0,Bengali-English
"Ektu call koro, kotha ache.",0,Bengali-English
Movie dekhte jabo?,0,Bengali-English
Tomar shorir kemon ache?,0,Bengali-English
Aaj ektu late hobe.,0,Bengali-English
Project submission date extend hoyeche.,0,Bengali-English
Coffee khete jabo?,0,Bengali-English
Tomar result beriyeche naki?,0,Bengali-English
Birthday party kothay?,0,Bengali-English
"Traffic onek beshi, ektu late hobo.",0,Bengali-English
"Ami ektu busy, pore call korbo.",0,Bengali-English
Safe travel koro.,0,Bengali-English
Apnar bank account block hoye geche. Tatkhanik verify korun.,1,Bengali-English
Abhinandan! Apni 10 lakh lottery jitechen. Claim korte details din.,1,Bengali-English
Apnar KYC update na korle account freeze hoye jabe.,1,Bengali-English
Apnar ATM card 24 ghontar moddhe deactivate hobe.,1,Bengali-English
Electricity bill due ache. Ekhn pay na korle connection kete jabe.,1,Bengali-English
Free iPhone offer e apni select hoyechen! Delivery confirm korun.,1,Bengali-English
Apnar WhatsApp account suspend hote pare. Login verify korun.,1,Bengali-English
Work from home job offer! Daily 5000 taka income korun.,1,Bengali-English
Crypto investment e double profit guarantee. Limited offer.,1,Bengali-English
Apnar parcel customs e atke ache. Release korte fee din.,1,Bengali-English
Income tax refund pending ache. Bank details update korun.,1,Bengali-English
Apnar SIM deactivate hobe. Tatkhanik verify korun.,1,Bengali-English
Government scheme subsidy approve hoyeche. Register korun.,1,Bengali-English
Password expire hoyeche. Reset korte link e click korun.,1,Bengali-English
Loan approval ready ache. Processing fee pay korun.,1,Bengali-English
Foreign gift parcel esheche. Customs charge pay korun.,1,Bengali-English
Apnar account e suspicious activity detect hoyeche.,1,Bengali-English
UPI block hoyeche. Reactivate korte OTP share korun.,1,Bengali-English
Lucky draw winner apni! Prize claim korun.,1,Bengali-English
Aadhaar verification fail hoyeche. Tatkhanik update korun.,1,Bengali-English
Credit card e boro amount debit hoyeche. Cancel korte click korun.,1,Bengali-English
Online order cancel hoyeche. Refund pete bank details din.,1,Bengali-English
Data breach alert! Security update korun.,1,Bengali-English
Police legal notice issue hoyeche. Case details check korun.,1,Bengali-English
Trading scheme e 100% return guarantee. Ekhn invest korun.,1,Bengali-English
Aaj class kiti vajta suru honar?,0,Marathi-English
Tu ghari safely pohachlas ka?,0,Marathi-English
"Udya exam aahe, ready ahes ka?",0,Marathi-English
Sandhyakali cricket khelu ka?,0,Marathi-English
Aai tujhya sathi call kela hota.,0,Marathi-English
Aaj weather khup chaan aahe.,0,Marathi-English
Tujhi presentation khup chaan hoti.,0,Marathi-English
Jevalas ka?,0,Marathi-English
Mi ata bus stand var aahe.,0,Marathi-English
Udya bhetu ya ka?,0,Marathi-English
Ghri pohachlyavar message kar.,0,Marathi-English
Homework complete kelas ka?,0,Marathi-English
Office madhe aaj khup kaam hota.,0,Marathi-English
Weekend la kay plan aahe?,0,Marathi-English
"Thoda call kar, bolaycha aahe.",0,Marathi-English
Movie la yenar ka?,0,Marathi-English
Tujhi tabyat kashi aahe?,0,Marathi-English
Aaj thoda late honar.,0,Marathi-English
Project submission date extend zali aahe.,0,Marathi-English
Coffee la jau ya ka?,0,Marathi-English
Tujha result lagla ka?,0,Marathi-English
Birthday party kuthe aahe?,0,Marathi-English
"Traffic khup aahe, thoda late hoil.",0,Marathi-English
"Mi thoda busy aahe, nantar call karto.",0,Marathi-English
Safe travel kar.,0,Marathi-English
Tumcha bank account block zala aahe. Tatkal verify kara.,1,Marathi-English
Abhinandan! Tumhi 15 lakh lottery jinkli aahe. Claim kara.,1,Marathi-English
KYC update nahi kelyas account freeze hoil.,1,Marathi-English
Tumcha ATM card 24 tasat deactivate hoil.,1,Marathi-English
Electricity bill pending aahe. Payment nahi kelyas connection cut hoil.,1,Marathi-English
Free iPhone offer sathi tumhi select jhala aahat!,1,Marathi-English
Tumcha WhatsApp account suspend hoil. Login verify kara.,1,Marathi-English
Work from home job offer! Daily 5000 kamva.,1,Marathi-English
Crypto investment madhe double profit guarantee.,1,Marathi-English
Tumcha parcel customs madhe atakla aahe. Fee pay kara.,1,Marathi-English
Income tax refund pending aahe. Bank details update kara.,1,Marathi-English
Tumcha SIM deactivate hoil. Tatkal verify kara.,1,Marathi-English
Government scheme subsidy approve zali aahe. Register kara.,1,Marathi-English
Password expire zala aahe. Reset kara.,1,Marathi-English
Loan approval ready aahe. Processing fee bhara.,1,Marathi-English
Foreign gift parcel ala aahe. Customs charge bhara.,1,Marathi-English
Tumcha account madhe suspicious activity detect zali aahe.,1,Marathi-English
UPI block zala aahe. Reactivate sathi OTP share kara.,1,Marathi-English
Lucky draw winner tumhi aahat! Prize claim kara.,1,Marathi-English
Aadhaar verification fail zali aahe. Update kara.,1,Marathi-English
Credit card var motha transaction zala aahe. Cancel kara.,1,Marathi-English
Online order cancel zala aahe. Refund sathi details dya.,1,Marathi-English
Data breach alert! Security update kara.,1,Marathi-English
Police legal notice issue zala aahe. Details check kara.,1,Marathi-English
Trading scheme 100% return guarantee. Ata invest kara.,1,Marathi-English
